uid;type;language;title;size;country;newspaper;issue;pages;nb_pages;relevance;year;is_on_front;date;persons_mentioned;locations_mentioned;content;access_right;content_provider;is_content_available;collections;[total:250,available:300]
GDL-1966-01-07-a-i0036;;fr;Extension du centrale parlementaire La Commission du Conseil des Etats[...];572;CH;GDL;GDL-1966-01-07-a;3;1;5.548357;1966;False;1966-01-07T00:00:00Z;;Bâle|Bâle;"Extension du centrale parlementaire La Commission du Conseil des Etats a élaboré un premier avant-projet La Commission de gestion du Conseil des Etats s'est réunie sous la présidence de M. Dietschi, de Bâle, et en présence du conseiller fédéral von Moos, pou r examiner le projet d'extension du contrôle parlementaire. Un pre-mier avant-projet est issu des délibérations. ïl subira un e 2 me lecture les 20 et 21 janvier, après quoi la commission traitera, le 12 février, le projet de rapport qui sera rédigé. A la session d'automne 1965, le Conseil national a approuvé dans ses grandes lignes le projet d'extension du contrôle parlementaire préparé par sa commission de gestion à la suite de l'affaire _ du Mirage. Il s'agit notamment de créer un service de documentation, de préciser les droits des commissions et de créer des commissions d'enquêtes. A la prochaine session, qui débutera le 7 mars, le Conseil des Etats devra à son tour examiner le projet. Sa commission de gestion vient de se réunir pour une première délibération, sous la présidence de M. Dietschi. de Bâle, et en présence du conseiller fédéra ! von Moos. Des projets de propositions nouvelle ? avaient été préparas par une sous-commission dont faisait partie le professeui Eichenberger, auteur d'un avis de droit sur la question. De p'. us dans la question de la procédure prépsr'ementaire (article 42 bis), le ccr ^-""Vr au ? : ^ îtats Zellwe. ier, qui avait prepe : : m o disposition spéciale, a eu l'occ ^ r'on de présenter son point de ""ue CARACTÉRIS A i ^ UE S Les caractéristiques de l'avant-projet sont les suivantes : 1. Les règ'p- concernsnt la orocédure législative préparlementaire sont autres que celles qu'a ad ? p ; ées e Conseil national. L'article 42 bis de la'loi sur les rapports entre les conseils contiendra lui-même quelques règ'es essentielles. La matière fera l'objet de dispositions édictées par l'Assemblée fédérale, et non pas d'une ordonnance du Conseil fédéral. 2. Les décisions du Conseil national concernant les droits et attributions des commissions et du Conseil fédéral en général, ainsi que des commissions de gestion et du Conseil fédéral en particulier, sont reprises dans leurs grandes lignes. Des modifications sont proposées surtout là où il a paru nécessaire de clarifier. Elles ne touchent pss à la délimitation de la ccnpélence décidé- ""ar le Conseil nationa'. 3. Comme l'ont annoncé des communiqués antér'eurs, le droit des commissions d'enquête a été '' objet d'un nouvel examen approfondi. H en est té la rédaction de règles plus déiaillées que celles qu'a adoptées le Conseil national. Selon l'usage, des renseignements plus complets ne seront donnés que lorsque la commission ~ ura pris une décision définitive au sujet du projet. La Commission de gestion du Conseil national avait nrocédé de la même manière. (Ats) LA PROCÉDURE PRÉPARLEMELVTAIRE Aussi longtemps qu'on ne connaît pas les propositions exactes du Conseil des Etats, il est assez vain de commenter les indications générales fournies d'hui. Rippefons simplement que la procédure parlementaire avait fait au Conseil national l'objet d'une vive discussion, et que les libéraux notamment s'étaient opposés catégoriquement à la solution finalement adoptée. L'intervention dv P '"" ment dans In vhase consultative préparlementaire comporte beaucoup plus de risques que d'avantages, notamment de confusion des pouvoirs. Il semble que le Conseil des Etats, comme beaucoup le souhaitent, cherche à corriger l'erreur commise. Souhaitons qu'il parvienne à une formule pleinement acceptable par les deux Chambres. G. D. ";OpenPrivate;SNL;y;local-IIV_6APb-6tZ2kWCO;
GDL-1966-01-26-a-i0007;;fr;L'expérience de «Domaine Public» Notre nouvelle;979;CH;GDL;GDL-1966-01-26-a;1;1;4.251336;1966;True;1966-01-26T00:00:00Z;Les Romands|M. André Gavillet|André Gavillet|M. Jean Mori|M. Jean Mori|M. Jean Mori|M. Jean Mori|M. André Gavillet|Gaston Defferre|André Gavillet|André Gavillet;Suisse|Suisse|Genève|Sion|Neuchâtel|Lausanne|Suisse;"L'expérience de « Domaine Public » Notre nouvelle LORSQU'UN Suisse rencontre un autre'Suisse — dit l'histoire — ils fondent un quatuor vocal. Mais il s'agit sans doute de nos Confédérés. Les Romands, quant à eux, fondent plutôt une revue. Ils y publient quelques poèmes et des « remarques ». Le premier numéro sorti, la feuille jaunit et tombe. C'est ce qu'ont fait M. André Gavillet, professeur au Gymnase lausannois du Belvédère, et ses amis. A deux nuancée près. Domaine Public n'insère pas de poèmes. Et il ne meurt pas. Bien au contraire, il vient de publier son 45 e numéro. De quinzaine en quinzaine, le cercle de ses lecteurs (encore étroit) s'élargit : actuellement, ils sont à peu près deux mille. Quels lecteurs ? Des enseignants, des syndicalistes, des « cadres ». Les journalistes professionnels comptent parmi les plus fidèles : ils épluchent avec une sorte de fascination ces quatre pages élégamment uniformes, dans lesquelles ils retrouvent, pour une part, leurs propres informations, mais prolongées, cadrées, et servies dans une sauce politique d'autant plus fine que Domaine Public, sous une signature collective, use d'un style neutre et dépassionné, où perce, à la vaudoise, un fréquent demi-sourire. Il a été conçu, voilà deux ans, par une dizaine de jeunes socialistes désireux dVagiter des idées » sans passer par l'étroit canal de la presse du parti. Le noyau vaudois compte des amis à Genève, Sion, Neuchâtel et Berne (Fribourg, c'est une autre planète ^. Ils collaborent et jettent un œil critique sur les épreuves. Tous les deux mois, ils se réunissent : le lien reste vivant. Mais pour l'essentiel, c'est à Lausanne que se fait le journal. Oeuvre collective : chaque semaine, autour d'une table de café, on écoute les auteurs qui lisent leurs articles. On discute et on corrige. André Gavillet se charge de mettre en forme. définitive. Ame et charnière de l'entreprise, cet « intellectuel de gauche » (il en a l'allure ""studieuse et modeste, le refus de ce qu'il nomme le « coup de gueule », une vive sensibilité Par Jean-Marie VODOZ contrainte à la précision) s'est fait dans le pays, et dans le milieu politique qu'il a choisi, une place exceptionnelle. Son journal pouvait être, simplement, la voix du parti socialiste. Ou bien, cédant au réflexe professoral et suisse romand, il pouvait être la feuille pure et désengagée qui ferait la leçon à tout le monde. La voie médiane était de beaucoup la plus fatigante : penser, mais ne pas « décoller ». Domaine Public, parfois, comme tout autre journal, généralise, rêve et se trompe. Toujours, il s'informe. Une enquête, c'est un véritable « dossier », qui peut demander une année de recherches à ses auteurs. Les résultats sont discutés, décantés, pondérés. Ses lecteurs se voient obligés d'en tenir compte, et d'abord le parti socialiste. Non sans quelque irritation, parfois, chez les vieux routiers. On vient de le voir. Traités de théoriciens irresponsables par M. Jean Mori, de la Correspondance syndicale, les rédacteurs de Domaine Public rétorquaient, au début de l'année, par un article et par une affichette : « Un intellectuel peut-il être un bon Suisse ?» Duplique de M. Jean Mori, et récidive de Domaine Public : le journal, cette fois, esquisse une théorie du syndicalisme en général, et de la presse syndicale en particulier, qui provoquera nécessairement un fructueux débat. « La démocratie directe », conclut tranquillement l'auteur de l'article, « sert de justification à une sorte de politique mi-secrète d'un cercle fermé de chefs de file. » Ce qui, du point de vue géométrique, donne un soleil. Et, du point de vue politique, une forte brûlure : « L'heure est à l'invention... Dans un climat détérioré, le peuple suisse perd conscience de son destin national... » On peut, dès lors, se demander si l'équipe de Domaine Public entend jouer sur le plan suisse un rôle analogue à celui des « clubs » de la gauche française, et si elle n'en est pas plus proche, à certains égards, que de la lourde et semi-gouvernementale machine du PSS. — Comme les « clubs », répond M. André Gavillet, nous éprouvons le souci d'étudier, sans préoccupation électorale aucune, les données toujours plus complexes de la politique. Et de l'économie. Nos parents ou nos grands-parents pouvaient se contenter de grandes options. Aujourd'hui, pour y voir clair, il faut s'improviser un peu technicien. Mais cela dit, nous voulons échapper à la fascination de la gauche française, d'un certain « cirque »... Nous n'avons discuté vraiment, entre nous, que l'aventure de Gaston Defferre. Quelles doivent être, alors, les préoccupations d'un socialisme suisse ? Domaine Public les exprime avant tout par le mot plan : «... Pour qu'une vie nationale ait un sens », écrit-il, « il faut que l'effort de tous soit mesurable, que le progrès et le mieux-être puissent être jaugés en fonction des objectifs choisis. Le plan le permet, nous l'avons souvent répété, car sa vertu première est de traduire en 'termes concrets la ductivité nationale : en logements, en écoles, en autoroutes, en sécurité sociale, en centrales nucléaires... Il permet de penser en images ; il réintroduit la durée dans la vie de la nation. » — Mais, précise André Gavillet, planification n'est pas dirigisme. Les arrêtés antisurchauffe, par exemple, fournissent à notre sens un détestable exemple de politique uniforme et rigide, donc inefficace et dangereuse... ... Et voilà posée la grande ques tion : ces socialistes sont donc fédéralistes ? — Mais oui ! s'écrie André Gavillet. Encore que, dans le domaine fiscal notamment, la concurrence entre cantons puisse être un vrai scandale. Les grandes entreprises bénéficient d'un régime de faveur dont pâtit l'Etat. Mais il n'importe ici. Le. fédéralisme, c'est une forme de liberté. Parce que nous sommes plus procfaer de ceux qui nous gouvernent. Parce que les cantons représentent une manière d'être, un style, une civilisa-J .-M. V. SUITE E N PAGE 8 ";OpenPrivate;SNL;y;;
GDL-1966-02-07-a-i0035;;fr;ÉLECTION PARTIELLE AU CONSEIL D'ÉTAT FRIBOURGEOIS Trois candidats à la[...];630;CH;GDL;GDL-1966-02-07-a;3;1;5.279887;1966;False;1966-02-07T00:00:00Z;Jacques Morard, avocat|M. Paul Genoud|M. Paul Torche|Jacques Morard|M. Pierre Dreyer|M. Pierre Dreyer|Jacques Morard, conservateur|M. Jean Riesen, socialiste|M. Paul Genoud;FRIBOURG|Fribourg|Bulle|Pau|Bulle|Bulle|Bulle;"ÉLECTION PARTIELLE AU CONSEIL D'ÉTAT FRIBOURGEOIS Trois candidats à la succession de M. Torche (DE NOTRE CORRESPONDAN T D E FRIBOURG) Samedi, les délégués d u Part i conservateur chrétien social fribourgeois, réunis en assemblée extraordinaire à Fribourg, ont désigné M > Jacques Morard, avocat à Bulle et déput é au Grand Conseil, comme candidat du parti à la succession d e M. Pau l Torche, pa r 229 suffrages contre 141 à son rival M. Pierr e Dreyer, ancien chef de service d u démissionnaire. De leur côté, les délégués du parti radical ont porté leur choix à nimité su r M. Paul Genoud, rédacteur à la « Feuill e d'Avis d e Bulle », député et conseiller national. Les socialistes ayan t désigné M. Jea n Riesen, secrétaire central d u PSS, nous assisterons vraisemblablement à un e élection disputée. Samedi, les délégués du Parti conservateur chrétien social fribourgeois se sont réunis en assemblée extraordinaire afin de désigner le candidat à la succession de M. Paul Torche au Conseil d'Etat. Le comité cantonal du parti, en face des candidatures de M "" Jacques Morard et M. Pierre Dreyer,'n'a pas pris position et a laissé aux délégués le soin de faire le choix. Il était dès lors aisé de penser que l'homme politique allait l'emporter sur l'économiste. C'est ce qui s'est produit. M * Morard a obtenu 229 suffrages et son rival 141. Le candidat du parti conservateur appartient à une lignée d'hommes politiques. Son grand-père a présidé le Tribunal de la Gruyère et son père fut conseiller national. M' Morard, âgé de 46 ans, siège depuis quinze ans au Parlement cantonal. Il fut président du Grand Conseil en 1963. Leader de la députation gruyérienne, président de son parti dans le district de la Gruyère, il est à la tête d'une étude d'avocat à Bulle. M "" Morard a la réputation d'un homme de doctrine austère ; sa désignation comme candidat au Conseil d'Etat marque une victoire de l'aile droite, voire extrême-droite du parti sur 1 aile modérée. Dans les milieux de l'opposition, on considère généralement que son élection marquerait un durcissement de la majorité vis-à-vis des minorités. Le parti libéral-radical Hier _ après-midi, c'était au tour des délégués du parti libéral-radical de se réunir. Le 2 février, le comité cantonal avait décidé de revendiquer le siège de M. Torche. Jusqu'alors, le parti s'était retranché dans une position d'attente, de réserve. Tout en restant fidèle au principe d'une double représentation au Conseil d'Etat, le comité directeur hésitait sur portunité du moment. Fallait-il attendre les élections générales ? Un insuccès lors de l'élection partielle lait-il pas nuire au prestige du parti ? Finalement, la thèse a prévalu que l'élection complémentaire serait ou un succès, ou une plate-forme pour l'élection générale. Le problème qui restait à résoudre était de savoir quel candidat radical opposer à M "" Jacques Morard, conservateur, et M. Jean Riesen, socialiste. Le comité a présenté aux délégués M. Paul Genoud qui a été désigné à l'unanimité. Né en 1916, à Remaufens (district de la Veveyse), onzième enfant d'une famille de petits paysans, M. Genoud a fait ses études à l'Ecole normale et a enseigné dans plusieurs villages du canton. Il a re-présenté le corps enseignant fribourgeois sur le plan suisse et international. Elu député en 1961, puis conseiller national, il fut mis en demeure, en regard de la législation fribourgeoise, de choisir entre l'enseignement et son mandat de député ; c'est ainsi qu'il devint rédacteur à la « Feuille d'Avis de Bulle. Très dynamique, M. Genoud espère être, pour reprendre les termes de son discours aux délégués, le bon cheval pour cette bataille. Entre la droite et la gauche, le candidat radical tient à représenter le centre, c'est-à-dire jouer sur la carte de la modération. M. C. ";OpenPrivate;SNL;y;;
GDL-1966-05-03-a-i0006;;fr;CHEF DE L'OPPOSITION KABYLE MED S'EST ÉVADÉ ÉVASION, GRÂCE ET TORTURES[...];1180;CH;GDL;GDL-1966-05-03-a;1;1;3.6781218;1966;True;1966-05-03T00:00:00Z;M. Ait Ahmed, ancien leader|président Houari Boumedienne|Mohamed Lebdjaoui|ex-président Be|M. Ait Ahmed|M. Ben Bella|M. Ben Bella|M. Hocine Ait|Ben Bella|Ben Bella|Ben Bella|colonel MohanA Oui Hadj|Hocine Ait|M. Ba|Ben Bella|Bachir Boumaza|Ben Hamza|Ben Hamza|Mohammed Rebah|Ahmed Ben Bella|ministre Bachir Boumaza|Mohammed Harbi|Hocine Zahouane|Bachir Hadj Ali;Algérie|Maroc|Algérie|L'Algérie|Paris|Algérie|Annaba|Algérie;"CHEF DE L'OPPOSITION KABYLE MED S'EST ÉVADÉ ÉVADÉÉVASION, GRÂCE ET TORTURES Par Char / es-Henri Favrod ALGER, 2 mai. — M. Ait Ahmed, ancien leader d u Fron t des forces socialistes, se serait échappé dans un e fourgonnette d e police, dans la nuit d e vendredi à samedi, selon des rumeur s circulant à Alger. Il était détenu à la centrale d El Harrac h (Maison carrée), à un e dizaine d e kilomètres d'Alger. Certains porte-parole officiels interrogés ont déclaré « tout ignorer d e l'affaire ». L'audience qu e devait accorder lundi matin le président Houari Boumedienne à u n groupe d e journalistes visitant l'Algérie a ét é annulée au dernier moment. Toujours selon de s rumeurs, Ait Ahmed se serait évadé grâce à d s fausses pièces d e levée d'écrou, à la faveur d e la visite d'u n magistrat à la prison, dans un e fourgonnette de police escortée d'hommes en uniformes d e « motards » de la Sûreté. Depuis deu x jours de s contrôles très sérieux sont effectués au x abords d'Alger : voitures fouillées, documents contrôlés, etc.. De s ru-meurs lui prêtent l'intention d'entrer en contact avec le nouveau mouvemen t d'opposition d'exilés dit Organisation clandestine d e la révolution algérienne (OCRA), dont les leaders sont Mohamed Lebdjaoui et Ai t Hocine. Ce mou-vement reconnaît la légitimité d e l'ex-président Be n Bella mais demand e des consultations populaires. Selon des témoins, un e quinzaine de barrages routiers auraient été établis entre Alger et la Kabylie. M. Ait Ahmed avait été arrêté le 17 octobre 1964, après l'écrasement de ses forces pa r le Gouvernemen t de M. Ben Bella. Condamné à mort, puis gracié, il avait ét é transféré dans la prison d'El Harrach, où il bénéficia d'un régime adouci : nombreuses visites d e sa famille ,. etc. Leader de la Kabylie, M. Hocine Ait Ahmed'a ""été, aux cotés de Ben Bella ; un des cinq dirigeants qui déclenchèrent la révolution algérienne en 1954. Il était dans l'avion qui transportait Ben Bella et ses compagnons, et qui fut intercepté par les forces françaises en 1.956. Après l'indépendance, il devint député de la Kabylie à l'Assemblée nationale avant d'abandonner son poste pour lancer la crise kabyle et créer un « front des forces socialistes ., hostile au parti « nique et au pouvoir personnel de Ben Bella. Il fut rejoint dans le maquis kabyle par le * colonel MohanA Oui Hadj, actuellement conseiller de la révolution et le colonel Sadok, actuellement au Maroc. Toutefois, il fut abandonné par les deux colonels lors de la crise algéro-marocaine. Capturé, puis condamné à la détention perpétuelle après avoir été gracié, il signait en prison, à la surprise générale, un accord avec le Gouvernement Ben Bella, le 16 juin, trois jours avant la chute de l'ex-président. Aussitôt, 1300 militants du FFS étaient libérés. . Il y a quelques jours, des rumeurs faisaient état de la découverte d'un dé pôt d'armes près du petit village de Lar bati, non loin de Fort-National, en Kabylie. La cache aurait contenu une dou ~ zaine d'obtis, 69 mines, 41 lance-rockett, des cartouches, etc. (Afp) Depuis septembre 1965, on a annoncé à plusieurs reprises] a libération de Hocine Ait Ahmed. Sur la foi de précisions qui m'avaient été fournies au plus haut niveau, j'ai même cru pouvoir préciser, dans les colonnes de ce journal, qu'une grâce présidentielle vaudrait au leader du FFS la liberté pour la nouvelle année. Et la décision en avait bien été prise, mais Ait Ahmed y mit une condition : que, du même coup, tous les détenus politiques bénéficient de la . Le ministre de l'Information, M. Ba chir Boumaza, gréviste de la faim, turé et prisonnier durant la guerre d'Algérie, évadé spectaculairement de la prison de la Santé, vient de répondre à des journalistes l'interrogeant sur les sévices subis par les détenus politiques : « Que la vérité éclate ! Que torturés fournissent des preuves, apportent'des précisions sur leurs tortionnaires, et je ne crois pss que ce pays faillira à sa mission ! » La « question » interdite par la Constitution... L'Algérie s'enorgueillit d'être le seul pays du monde à avoir solennellement inscrit dans sa Constitution la condamnation de la torture. On a néanmoins torturé sous Ben Bella comme on torture sous Boumedienne. Un petit livre vient de paraître aux Editions de Minuit, à Paris, sous la même couverture blanche qui dénonça « la question » à l'époque de l'autorité française. Bachir Boumaza ne l'ignore. pas, lui qui, dans « La Gangrène », porta témoignage éloquemment. Et les torturés d'aujourd'hui fournissent des précisions et même les noms de leurs tortionnaires. « Ils ne s'appellent plus Faulques, Erulin, Charbonnier ou Devus. Ils s'appellent Ben Hamza, Khellul, Saïdi ou El Hadi. » Entre les uns et les autres, la. parenté est si évidente que les nouveaux se réfèrent aux anciens, mais avec la prétention de faire mieux que leurs modèles. Ainsi, Ben Hamza dit dans la salle des tortures à Mohammed Rebah que si, pendant la guerre de libération nationale, les parachutistes n'étaient pas parvenus à le faire parler, il se faisait fort d'y arriver en utilisant « tous les moyens » et, montrant la baignoire et le fil d'électricité, U lui demande : « Tu connais ça ? » ... mai s pratiquée plus que jamais Ces atteintes aux droits de l'homme sont le fait du service de la Sécurité militaire de l'armée nationale populaire, ANP. Au moment de la dissidence kabyle, en 1963, la rébellion armée d'Aït Ahmed, ces services ont fonctionné comme une police politique. Au cours de cette période, la Sécurité militaire arrêta des maquisards kabyles ou des personnes qu'elle considérait comme tels, sans passer par la police et sans respecter les précisions légales en matière d'arrestation. Mis au courant, Ahmed Ben Bella confia à des intimes qu'il savait qu'on torturait, mais qu'il n'avait pas les moyens de faire cesser ces pratiques. Il avouait du même coup la faiblesse du pouvoir civil en Algérie, et le 19 juin l'a montrée mieux encore. Le ministre Bachir Boumaza parle d'une centaine de détenus. Il y en à da vantage, mais seuls 70 emprisonnés d'El Harrach ont été officiellement inculpés. Depuis août et septembre 1965, de très nombreuses personnes ont été arrêtées par la Sécurité militaire, et aucun avocat n'a pu communiquer avec ces « disparus ». Certains d'entre eux viennent de faire une grève de la faim de 17 jours. On sait ainsi que Mohammed Harbi, Hocine Zahouane et Bachir Hadj Ali ont été transportés dans un état grave à l'hôpital d'Annaba (ex-Bône), sans pour autant que leurs familles ni leurs défenseurs aient reçu le droit de communiquer avec eux. Au moment où l'Algérie invite et re çoit officiellement des journalistes, des industriels, des banquiers européens, son gouvernement se doit d'obéir au moins à la morale internationale. Ce pays a trop souffert des abus policiers, des arrestations et des séquestrations arbitraires, des sévices et des tortures pour que scandale n'y soit pas, hélas ! plus grand qu'ailleurs. Ch .-H. Fd. ";OpenPrivate;SNL;y;local-IIV_6APb-4hURA0iX;
GDL-1966-06-16-a-i0050;;fr;I i;1479;CH;GDL;GDL-1966-06-16-a;4;1;3.4458187;1966;False;1966-06-16T00:00:00Z;Monique Thies;ROMAN|Gardez;"I i UN ROMAN COMPLE T — Mais... Pourquoi... ? — J'ai essayé de t'en empêcher, mais tu étais décidée. H faut que tu le comprennes. Sans toi, il n'y a pas de meurtre. Si j'étais l'assassin, ajouta Josh, j'aurais la frousse. Et je saurais ne pas être en sûreté, à moins de me débarrasser de toi. A partir de maintenant pendant des mois, des années... Et ce serait dangereux d'attendre trop longtemps. —« Je... c'est impossible... Cependant, comme un souffle glacé venu de l'obscurité, un début de conviction la toucha. A l'extérieur, de l'autre côté de la tonnelle, une sorte de vent de terreur effleura les roses, frémit. — Tu ne veux pas croire ! Je vais voir si c'est George qui rôde, alentour. CHAPITRE XII Elle entendit aussi, une fois encore, un léger froissement comme si quelque animal se déplaçait dans les bois, derrière la tonnelle. Mais ce n'était pas une petite créature nocturne car une branche craqua. Ni un hibou en chasse ni un lapin : aucune de ces bêtes ne se serait déplacée en prenant si peu de précautions. Josh disparut dans le brouillard. Elle l'entendit appeler : « George !... George !. Sans doute s'enionça-t-il sous le couvert du bois ; peu à peu le bruit des branches écartées s'estompa, cessa. Elle ne l'attendrait pas. Elle le reverrait, mais pas seule. Elle ne l'écouterait plus. Lui prêter l'oreille était, en soi, un manque de loyauté vis-à-vis de Kirk. Le brouillard était si épais qu'il empêchait de voir le bord de la falaise et bouchait l'entrée du chemin conduisant à la maison. Le poteau d'angle et le parfum des roses étaient sor. seul point de repère dans une mer inquiétante. Elle s'agrippa un instant au poteau, puis s'aventura vers ce qui lui semblait être l'entrée du sentier. curité était si complète qu'elle ne distinguait même pas la ligne plus sombre des buissons. Quand elle l'atteignit, une branche chargée de feuilles mouillées la gifla, mais elle manqua l'ouverture du sentier. ne rencontrant sous ses mains tendues, que branches agressives et feuillages trempés. Sans doute avait-elle été trop roman Traduction de Monique Thies IWIIIIIIIIIIIIIIIIIIIIIIHlJIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIWiUrr. à l'est ; elle changea de direction, mais ne put découvrir aucune brèche dans le mur végétal. Le sentier lui-même semblait avoir disparu. Elle recula, avança de nouveau et, brusquement, sentit qu'elle s'était perdue. Elle s'arrêta. Soudain, il lui parut que le murmure du fleuve était très clair, beaucoup trop. Elle devait être au bord même de la falaise. C'était dangereux. Josh avait parlé de danger. Il avait eu tort. Mais il existait, ici, dans l'obscurité, au bord de l'abîme, noyé totalement dans le brouillard. Un pas irréfléchi, un mouvement dans la mauvaise direction... ce serait la chute et personne ne saurait jamais rien. Elle attendit, cherchant à s'orienter en un endroit qu'elle avait connu toute sa vie. Mais elle eut peur, soudain. Elle chlrcha à percer le voile épais qui l'entourait. Impossible de voir même le con. tour de la tonnelle. Quant au murmure du fleuve, il semblait l'entourer, monter de partout. Si elle pouvait retrouver la rangée de buissons, elle n'aurait qu'à la suivre et le sentier se présenterait à elle, de lui-même. Mais où étaient-ils ? Ses mains n'empoignaient que le vide. A cet instant, une ombre parut se détacher de curité environnante. Josh ? Non. Elle s'était trompée. Il n'y avait personne, pas un bruit, rien que des bandes de brouillard. Personne ne l'appelait, ne lui parlait. Quelque chose heurta sa main et elle faillit pousser un cri. Ce n'était qu'une brindille. Elle avala son cri de terreur avec un soupir de soulagement. Elle avait trouvé les buissons. Elle n'avait plus qu'à les suivre, en prenant bien soin de ne jamais lâcher une branche avant d'en tenir une autre et elle retrouverait son chemin. Elle avança, précautionneusement, re. tenant presque sa respirativon, attendant d'être sûre du terrain avant de poser un pied devant l'autre. En dehors 24 du murmure du fleuve, elle n'entendait pas un son, même pas le léger froissement né de son avance le long des buissons. Elle calcula qu'elle devait se trouver presque à l'ouverture du sentier et s'arrêta. A cet instant il y eut un bruit clair, net, non loin d'elle, dans l'obscurité. Ce n'était qu'une pierre dégringolant par-dessus le bord de la falaise. Elle l'entendit rebondir contre les rochers en contrebas. Mais les pierres ne se délogent pss toutes seules pour descendre, rebondir et se perdre dans l'eau ! Il y avait quelqu'un au point de vue ! Tous ses sens le proclamaient : Josh avait raison. Meurtre... preuve... danger. A cet instant, elle crut en lui. Elle s'accroupit sous les lauriers épais et tenta de ne plus respirer. Aucun bruit, sauf le glissement du fleuve. Elle attendit longtemps. Mais oui, les pierres se détachent d'elles-mêmes. Ce n'avait été qu'un caillou. Sans doute l'avait-elle ébranlé elle-même quand elle s'était éloignée du bord. Peu à peu elle acquit la conviction qu'il n'y avait personne, là, plus loin. Elle avait eu peur, sans raison. Le brouillard, l'obscurité... Avec précaution, l'oreille aux aguets, elle se remit en route. Rien n'émergea de la masse sombre qui l'entourait, aucune main ne sortit de l'épaisseur des lauriers pour l'agripper. Puis ses doigts ne rencontrèrent plus de feuillages humides. Elle avait trouvé le sentier. Comme elle s'y engageait, elle entendit une voiture démarrer, en bas, du côté de la maison. La distance et le brouillard étouffaient le son du moteur, mais le bruit était bien réel. Presque aussitôt, il y eut deux appels, éloignés, mais réels eux aussi. Elle courut, se guidant aux arbres, s'arrachant aux ronces qui la retenaient. Aucun fantôme ne la suivit à la trace. H lui fallut quelques secondes, lui sembla-t-il, si folle avait été sa course. pour atteindre la pelouse. La maison se dressait, quelques-unes de ses fenêtres éclairées, comme un navire, en pleine nuit. Sans ralentir l'ai, lure, Maggy traversa la pelouse, grimpa sur la terrasse. Alors seulement elle regarda derrière elle. Personne n'émergea du brouillard, à sa poursuite. « Peur du noir !, se dit-elle, railleuse. Peur de quelque chose qui n'avait même pas été une ombre, d'une pierre, d'un caillou-tombant à l'eau. Elle ouvrit la porte-fenêtre, pénétra dans le living-room où elle s'arrêta. La galerie était éclairée. Dans la salle à manger, des hommes parlaient à voix contenue. Maggy ne voulait voir personne surtout pas Kirk. Doucement, elle traverserait la pièce, le couloir, gagnerait le havre de sa chambre, où elle resterait jusqu'à ce qu'elle ait trouvé son équilibre. Elle reconnut la voix d'Albert venant de la salle à manger. — Nous avons cherché partout. Où avez-vous été ? — Gardez votre calme, George, tendit-elle Kirk dire. Puis ce fut la voix de George, étouffée, bredouillante. — Je ne comprends pas... je ne peux pas comprendre. Ils lui expliquèrent. Maggy avança vers l'escalier dont la cage la protégeait. La jeune fille ne pouvait voir dans la salle à manger et elle devait être invisible à ses occupants. Il lui suffisait de rester contre le mur. MIGNO N G. EBERBAR T Mais Kirk l'entendit. Il sortit précipitamment dans le couloir, vit Maggy au milieu de l'escalier, s'agrippant à la rampe. — Maggy ! Que se passe-t-il ? H remarqua ses cheveux e-mmèlés, son peignoir chiffonné, sali, la regarda avec stupeur, puis s'approcha d'elle. — Qu'avez-vous fait ? Qu'est-il arrivé ? Vous avez peur... Elle s'accrocha à lui, reconnaissante. C'était lui le havre dont elle avait besoin. Elle y trouvait chaleur et sécurité. Mais il lui fallait répondre à Kirk. Elle bredouilla, contre son épaule. — J'ai été au point de vue. Elle sentit son bras se durcir. — A cette heure de la nuit ? — Josh croyait avoir trouvé George... II... pensait que George était là-haut... H y avait une couverture et... — Oui, George y était. Kirk lui fit redescendre l'escalier, l'éloigna un peu de lui pour voir son visage en pleine lumière. — Il est monté là-haut ce soir. C'est pourquoi nous ne pouvions pas le trouver. L'idée ne nous est pas venue d'y aller voir. — Il est ici, maintenant... — Oui, bien sûr. Il est descendu et a regagné sa voiture, il y a quelques instants. Nous lui avons parlé de Lydia. Pourquoi Josh vous a-t-il emmenée, vous, à la tonnelle ? Pourquoi n'estil pas venu me trouver ? Et en quoi cela regarde-t-il Josh... ? — George n'était pas là, nous avons attendu... Ce n'était pas une réponse, elle le savait, et le petit pli entre les sourcils de Kirk reparut. Il attendit un instant puis entraîna Maggy dans le living-room. — Je ne comprends pas. Voulez-vous dire que, simplement parce que Josh vous l'a demandé, vous avez quitté la maison, vous êtes montée à la tonnelle... — George ! Il voulait trouver George. Kirk repoussa cette explication. A SUIVRE Copyright by Editions de TrévUc et Opéra Mundi. ";OpenPrivate;SNL;y;;
